Id,Sample_id,File_name,Default,Type,Severity,Label
1025,2024001025,long method_EditDataSourceAction#doAction.java,long method,function,none,0
1026,2024001026,long method_DummyXid#equals Object.java,long method,function,none,0
1027,2024001027,long method_DeferredResultController#processQueues.java,long method,function,none,0
1028,2024001028,long method_CustomSerializerDeserializer#checkClosure int.java,long method,function,none,0
1029,2024001029,long method_ConsumerImpl#getLastMessageIdAsync.java,long method,function,none,0
1030,2024001030,long method_CasEditorIdePreferenceInitializer#initializeDefaultPreferences.java,long method,function,none,0
1031,2024001031,long method_Builder#username String.java,long method,function,none,0
1032,2024001032,long method_Builder#add TableMetadata.java,long method,function,none,0
1033,2024001033,long method_Bug288734TestLanguageInjectorProvider#createRuntimeModule.java,long method,function,none,0
1034,2024001034,long method_AbstractBaseInheritanceTestLanguageRuntimeModule#configure Binder.java,long method,function,none,0
1035,2024001035,long method_LazilyRegisteredStateSerializerProvider#setPreviousSerializerSnapshotForRestoredState TypeSerializerSnapshot<T>.java,long method,function,none,0
1036,2024001036,long method_isValidReferenceForCompoundElement Module|DesignElement.java,long method,function,none,0
1037,2024001037,long method_isBelowLoadLevel SystemResourceUsage|float.java,long method,function,none,0
1038,2024001038,long method_InvokeDynamicWriter#finishIndyCall Handle|String|String|int|Object.java,long method,function,none,0
1039,2024001039,long method_handleIOException IOException|String.java,long method,function,none,0
1040,2024001040,long method_GenericDaoBase#setField Object|ResultSet|ResultSetMetaData|int.java,long method,function,none,0
1041,2024001041,long method_create String|int|int|int|GlyphCoverageTable|List.java,long method,function,none,0
1042,2024001042,long method_ConsumerBuilder#build BlockingQueue<JsonNode>.java,long method,function,none,0
1043,2024001043,long method_CLabel#computeSize int|int|boolean.java,long method,function,none,0
1044,2024001044,long method_benchmarkTableCreate MicroBenchmark|BenchData.java,long method,function,none,0
1045,2024001045,long method_BeanManagerImpl#addAdditionalQualifier Class<? extends Annotation>.java,long method,function,none,0
1046,2024001046,long method_AGeometrySerializerDeserializer#serialize AGeometry|DataOutput.java,long method,function,none,0
1047,2024001047,long method_VectorUDAFCount#reset AggregationBuffer.java,long method,function,none,0
1048,2024001048,long method_BuildDefinitionsLabelProvider#getColumnImage Object|int.java,long method,function,none,0
1049,2024001049,long method_Float4HLLFunction#output.java,long method,function,none,0
1050,2024001050,long method_ApplicationInstance#activate.java,long method,function,none,0
1051,2024001051,long method_createClazzInstance String.java,long method,function,none,0
1052,2024001052,long method_ModelMenuCondition ModelMenuItem|Element.java,long method,function,none,0
1053,2024001053,long method_AbstractDebugger#selectFile String.java,long method,function,none,0
1054,2024001054,long method_InMemoryExpressionFactory#matches Value|Value|String|String|String.java,long method,function,none,0
1055,2024001055,long method_JDBCTopicMessageStore#lookupSubscription String|String.java,long method,function,none,0
1056,2024001056,long method_ImmutableMap#clear.java,long method,function,none,0
1057,2024001057,long method_Not#hashCode.java,long method,function,none,0
1058,2024001058,long method_ObjectsFeature#notifyActivated.java,long method,function,none,0
1059,2024001059,long method_TFOOT#$onmouseover String.java,long method,function,none,0
1060,2024001060,long method_HeatExchangerTester#checkEquality.java,long method,function,none,0
1061,2024001061,long method_RegisterApplicationMasterRequestPBImpl#equals Object.java,long method,function,none,0
1062,2024001062,long method_AllocateRequestPBImpl#initReleases.java,long method,function,none,0
1063,2024001063,long method_PhotometricInterpreterCmyk#interpretPixel ImageBuilder|int[]|int|int.java,long method,function,none,0
1064,2024001064,long method_TypeElementCatalog Iterable<TypeElement>|Configuration.java,long method,function,none,0
1065,2024001065,long method_OperationImpl#eStaticClass.java,long method,function,none,0
1066,2024001066,long method_RawBytesInputWriter#writeRawBytes Writable.java,long method,function,none,0
1067,2024001067,long method_ASCTargetSettings#getDefaultBackgroundColor.java,long method,function,none,0
1068,2024001068,long method_OpenHashSet#clear.java,long method,function,none,0
1069,2024001069,long method_SubMonitorMsg#beginTask String|int.java,long method,function,none,0
1070,2024001070,long method_SecurityContextTTLChecker#checkSecurityToken FedizResponse.java,long method,function,none,0
1071,2024001071,long method_isParent ClassLoader|ClassLoader.java,long method,function,none,0
1072,2024001072,long method_Range#compareTo Range.java,long method,function,none,0
1073,2024001073,long method_KiWiSailConnection#evaluateInternal TupleExpr|Dataset|BindingSet|boolean.java,long method,function,none,0
1074,2024001074,long method_getXmlRpcElementHashTable Element.java,long method,function,none,0
1075,2024001075,long method_StatefulWindowedBoltExecutor#updateWindowState List<Tuple>|List<Tuple>.java,long method,function,none,0
1076,2024001076,long method_ServicePickerFragment#onViewCreated View|Bundle.java,long method,function,none,0
1077,2024001077,long method_XFlattenedColumnTable XFlattenedColumns|String.java,long method,function,none,0
